INCIDENT_TYPE,IncidentRole,FILENUM,CASENUM,Time Occurred,Date Occurred,OCCURRED_DAY,STREET_N,STREET,CITY,STATE,ZIPCODE,PRECINCT,Incident Precinct,UoF_1,UoF_1_Zones,UoF_1_Effective,UoF_1_Deployed_Only,UoF_1_Arc_Display_Only,UoF_2,UoF_2_Zones,UoF_2_Effective,UoF_2_Deployed_Only,UoF_2_Arc_Display_Only,UoF_3,UoF_3_Zones,UoF_3_Effective,UoF_3_Deployed_Only,UoF_3_Arc_Display_Only,UoF_4,UoF_4_Zones,UoF_4_Effective,UoF_4_Deployed_Only,UoF_4_Arc_Display_Only,UoF_5,UoF_5_Zones,UoF_5_Effective,UoF_5_Deployed_Only,UoF_5_Arc_Display_Only,UoF_6,UoF_6_Zones,UoF_6_Effective,UoF_6_Deployed_Only,UoF_6_Arc_Display_Only,UoF_7,UoF_7_Zones,UoF_7_Effective,UoF_7_Deployed_Only,UoF_7_Arc_Display_Only,UoF_8,UoF_8_Zones,UoF_8_Effective,UoF_8_Deployed_Only,UoF_8_Arc_Display_Only,UoF_9,UoF_9_Zones,UoF_9_Effective,UoF_9_Deployed_Only,UoF_9_Arc_Display_Only,UoF_10,UoF_10_Zones,UoF_10_Effective,UoF_10_Deployed_Only,UoF_10_Arc_Display_Only,CIT_INFL_ASSMT,IN_BLUETEAM,STATUS,LL Used,40MM,BB,BB - OC,OC Can,OC Spray,CS Can,CS,Chem Other,FN303,BlueNose,Sting,NFDD,PB Launch,Baton,Orange,Other Wpn,Total
Level 2 - Use of Force,Officer,2020UOF-0865,2020-183044,23:59:00,6/7/20,Sunday,1100,E Pine St,Seattle,WA,,,Demonstration,Balls - OC,,Yes,Yes,,Balls - OC,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Level 2 - Use of Force,Officer,2020UOF-0734,2020-183044,19:30:00,6/7/20,Sunday,1519,12 Av,Seattle,WA,98122,E2 | EDWARD | EAST,Demonstration,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Level 2 - Use of Force,Officer,2020UOF-0799,2020-183044,2:30:00,6/7/20,Sunday,1100,e pine st,seattle,WA,,E2 | EDWARD | EAST,Demonstration,Balls - Blast,26,Yes,No,,Balls - OC,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Level 2 - Use of Force,Officer,2020UOF-0980,2020-183044,23:30:00,6/7/20,Sunday,,E Pine St,Seattle,WA,,E2 | EDWARD | EAST,Demonstration,Blue Nose Device,22,Yes,No,,Blue Nose Device,21,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
Level 2 - Use of Force,Officer,2020UOF-0868,2020-183044,1:30:00,6/8/20,Monday,1000,E Pine ST,Seattle,WA,,E2 | EDWARD | EAST,Demonstration,Chemical Agent – OC Spray,1,Yes,No,,Chemical Agent – OC Spray,1,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
Level 2 - Use of Force,Officer,2020UOF-0946,2020-183044,0:30:00,6/8/20,Monday,,11 Ave E / E Pine St,Seattle,WA,98122,E2 | EDWARD | EAST,Demonstration,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Level 2 - Use of Force,Officer,2020UOF-1014,2020-183044,19:00:00,6/7/20,Sunday,,1519 12 AV,SEATTLE,WA,98122,E2 | EDWARD | EAST,Demonstration,Chemical Agent – OC Spray,1,Yes,No,,Chemical Agent – OC Spray,1,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIT / Behavioral Crisis Event,Yes,Initial,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
Level 2 - Use of Force,Officer,2020UOF-1105,2020-183044,2:30:00,6/7/20,Sunday,,1000 Block E Pine St,Seattle,WA,98122,E2 | EDWARD | EAST,Demonstration,Chemical Agent – OC Spray,1,Yes,No,,Chemical Agent – OC Spray,1,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
Level 2 - Use of Force,Officer,2020UOF-0792,2020-183044,22:00:00,6/7/20,Sunday,1100,E Pine St,Seattle,WA,98122,E2 | EDWARD | EAST,Demonstration,FN303,"12, 22, 24, 10",Yes,No,,Canister - CS,,Yes,Yes,,FN303,"10, 12",Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,3
Level 2 - Use of Force,Officer,2020UOF-0797,2020-183044,19:30:00,6/7/20,Sunday,1300,pine st,seattle,WA,98122,E2 | EDWARD | EAST,Demonstration,Chemical Agent – OC Spray,26,Yes,No,,Chemical Agent – OC Spray,7,Yes,No,,Chemical Agent – OC Spray,1,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3
Level 2 - Use of Force,Officer,2020UOF-0886,2020-183044,2:31:00,6/8/20,Monday,,1100 blk E. Pine St.,Seattle,WA,,E1 | EDWARD | EAST,Demonstration,Chemical Agent – OC Spray,1,Yes,No,,Chemical Agent – OC Spray,1,Yes,No,,Chemical Agent – OC Spray,2,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3
Level 2 - Use of Force,Officer,2020UOF-0961,2020-183044,2:30:00,6/8/20,Monday,,1000 Pine St,Seattle,WA,,E2 | EDWARD | EAST,Demonstration,Chemical Agent – OC Spray,,Yes,Yes,,Chemical Agent – OC Spray,1,Yes,No,,Chemical Agent – OC Spray,2,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3
Level 2 - Use of Force,Officer,2020UOF-0962,2020-183044,0:05:00,6/7/20,Sunday,1100,e pine st,seattle,WA,,E2 | EDWARD | EAST,Demonstration,Balls - Blast,,No,Yes,,Balls - Blast,,No,Yes,,Balls - Blast,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Level 2 - Use of Force,Officer,2020UOF-0964,2020-183044,23:59:00,6/7/20,Sunday,,11 av / Pine St,Seattle,WA,,E2 | EDWARD | EAST,Demonstration,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Level 2 - Use of Force,Officer,2020UOF-1050,2020-183044,0:10:00,6/8/20,Monday,11 Ave,E Pine Street,Seattle,WA,,E1 | EDWARD | EAST,Demonstration,Balls - OC,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Level 2 - Use of Force,Officer,2020UOF-1057,2020-183044,0:30:00,6/8/20,Monday,,11 av / Pine St,Seattle,WA,,E2 | EDWARD | EAST,Demonstration,Balls - OC,,Yes,Yes,,Balls - OC,,Yes,Yes,,Canister - OC,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3
Level 2 - Use of Force,Officer,2020UOF-1112,2020-183044,0:04:00,6/8/20,Monday,,11th Av / E Pine St,Seattle,WA,98122,E2 | EDWARD | EAST,Demonstration,Balls - Blast,26,Yes,No,,Balls - OC,26,Yes,No,,Chemical Agent – OC Spray,1,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3
Level 2 - Use of Force,Officer,2020UOF-0767,2020-183044,22:00:00,6/7/20,Sunday,1100,Pine St,Seattle,WA,,E1 | EDWARD | EAST,Demonstration,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Canister - CS,,Yes,Yes,,Canister - CS,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,4,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4
Level 3 - Use of Force,Officer,2020UOF-0768,2020-183044,0:15:00,6/8/20,Monday,1100,E Pine St,Seattle,WA,,E2 | EDWARD | EAST,Demonstration,Balls - OC,,Yes,Yes,,Balls - OC,,Yes,Yes,,Balls - OC,,Yes,Yes,,Balls - OC,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Level 2 - Use of Force,Officer,2020UOF-0800,2020-183044,0:07:00,6/7/20,Sunday,1100,E Pine ST,Seattle,WA,98122,E1 | EDWARD | EAST,Demonstration,Chemical Agent – OC Spray,26,Yes,No,,Chemical Agent – OC Spray,1,Yes,No,,Chemical Agent – OC Spray,2,Yes,No,,Chemical Agent – OC Spray,7,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4
Level 2 - Use of Force,Officer,2020UOF-0802,2020-183044,23:59:00,6/7/20,Sunday,,1100 block E Pine St,Seattle,WA,,E2 | EDWARD | EAST,Demonstration,Canister - CS,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,4,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
Level 2 - Use of Force,Officer,2020UOF-0885,2020-183044,0:40:00,6/8/20,Monday,1100,E Pine St,Seattle,WA,,E1 | EDWARD | EAST,Demonstration,Chemical Agent – OC Spray,7,Yes,No,,Balls - OC,,Yes,Yes,,Chemical Agent – OC Spray,1,Yes,No,,Chemical Agent – OC Spray,2,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,4,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,4
Level 2 - Use of Force,Officer,2020UOF-1288,2020-183044,23:50:00,6/7/20,Sunday,,11 Av / E Pine St,Seattle,WA,,E2 | EDWARD | EAST,Demonstration,Chemical Agent – OC Spray,,Yes,Yes,,Balls - OC,,Yes,Yes,,Balls - OC,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Chemical Agent – Other,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,5,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,5
Level 2 - Use of Force,Officer,2020UOF-0801,2020-183044,0:10:00,6/8/20,Monday,,12 av / Pine St,Seattle,WA,98101,E2 | EDWARD | EAST,Demonstration,Balls - OC,,Yes,Yes,,Blue Nose Device,10,Yes,No,,Balls - OC,,Yes,Yes,,Balls - OC,,Yes,Yes,,Blue Nose Device,12,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,5,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,5
Level 2 - Use of Force,Officer,2020UOF-0733,2020-183044,18:00:00,6/7/20,Sunday,,1519 12 Av,Seattle,WA,98122,E2 | EDWARD | EAST,Demonstration,Chemical Agent – OC Spray,"8, 21",Yes,No,,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,5,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
Level 2 - Use of Force,Officer,2020UOF-0738,2020-183044,0:05:00,6/8/20,Monday,,1100 E Pine St,Seattle,WA,98101,E2 | EDWARD | EAST,Demonstration,Balls - OC,26,No,No,,Balls - OC,,No,Yes,,Balls - OC,,No,Yes,,Balls - OC,,No,Yes,,Chemical Agent – OC Spray,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,5,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,5
Level 2 - Use of Force,Officer,2020UOF-0794,2020-183044,0:39:00,6/8/20,Monday,,11 Av E / E Pine St,Seattle,WA,98122,E2 | EDWARD | EAST,Demonstration,Balls - OC,,Yes,Yes,,Verbal Commands,,No,Yes,,Balls - OC,,Yes,Yes,,Balls - OC,,Yes,Yes,,Chemical Agent – OC Spray,1,Yes,No,,Chemical Agent – OC Spray,2,Yes,No,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,5,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,5
Level 2 - Use of Force,Officer,2020UOF-0795,2020-183044,0:20:00,6/8/20,Monday,,11 Av / E Pine St,Seattle,WA,,E1 | EDWARD | EAST,Demonstration,Balls - Blast,,Yes,Yes,,Verbal Commands,,No,Yes,,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - Blast,,No,Yes,,Balls - Blast,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Level 2 - Use of Force,Officer,2020UOF-0798,2020-183044,0:10:00,6/7/20,Sunday,,11 av / Pine St,Seattle,WA,,E1 | EDWARD | EAST,Demonstration,Balls - OC,,No,Yes,,Balls - OC,,No,Yes,,Balls - OC,,Yes,Yes,,Canister - OC,,Yes,Yes,,Canister - CS,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,5,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,5
Level 2 - Use of Force,Officer,2020UOF-0965,2020-183044,0:04:00,6/8/20,Monday,1100blk,E. Pine St.,Seattle,WA,98408,E1 | EDWARD | EAST,Demonstration,Balls - OC,,Yes,Yes,,Balls - OC,,Yes,Yes,,Balls - OC,,Yes,Yes,,Canister - OC,,Yes,Yes,,Chemical Agent – OC Spray,26,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,5,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,5
Level 2 - Use of Force,Officer,2020UOF-1015,2020-183044,19:35:00,6/7/20,Sunday,1300,E Pine St,Seattle,WA,98122,E2 | EDWARD | EAST,Demonstration,Chemical Agent – OC Spray,1,Yes,No,,Chemical Agent – OC Spray,1,Yes,No,,Chemical Agent – OC Spray,1,Yes,No,,Chemical Agent – OC Spray,1,Yes,No,,Chemical Agent – OC Spray,14,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5
Level 2 - Use of Force,Officer,2020UOF-1056,2020-183044,23:49:00,6/7/20,Sunday,1100,Pine St,Seattle,WA,98101,E1 | EDWARD | EAST,Demonstration,Balls - OC,,No,Yes,,Balls - OC,,No,Yes,,Balls - OC,,No,Yes,,Balls - OC,,No,Yes,,Chemical Agent – OC Spray,26,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,5,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,5
Level 2 - Use of Force,Officer,2020UOF-0769,2020-183044,0:00:00,6/8/20,Monday,1100,E Pine ST,Seattle,WA,,C1 | CHARLIE | EAST,Demonstration,FN303,10,Yes,No,,FN303,22,Yes,No,,FN303,12,Yes,No,,FN303,24,Yes,No,,FN303,10,Yes,No,,FN303,12,Yes,No,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6
Level 2 - Use of Force,Officer,2020UOF-0887,2020-183044,23:59:00,6/7/20,Sunday,,13 Ave / Pine St,Seattle,WA,98122,E1 | EDWARD | EAST,Demonstration,Chemical Agent – OC Spray,1,Yes,No,,Chemical Agent – OC Spray,2,Yes,No,,Chemical Agent – OC Spray,2,Yes,No,,Balls - OC,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,6,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,6
Level 2 - Use of Force,Officer,2020UOF-0889,2020-183044,2:00:00,6/8/20,Monday,1519,12th Ave,Seattle,WA,98122,E1 | EDWARD | EAST,Demonstration,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Chemical Agent – OC Spray,"13, 11",Yes,No,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,6,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
Level 2 - Use of Force,Officer,2020UOF-0925,2020-183044,0:05:00,6/8/20,Monday,1100,East Pine St.,Seattle,WA,,E1 | EDWARD | EAST,Demonstration,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Level 2 - Use of Force,Officer,2020UOF-0736,2020-183044,0:00:00,6/8/20,Monday,1100 BLK,Pine St,Seattle,WA,98102,E2 | EDWARD | EAST,Demonstration,Chemical Agent – OC Spray,26,No,No,,Chemical Agent – OC Spray,1,Yes,No,,Chemical Agent – OC Spray,7,Yes,No,,Chemical Agent – OC Spray,2,Yes,No,,Chemical Agent – OC Spray,1,Yes,No,,Chemical Agent – OC Spray,2,Yes,No,,Chemical Agent – OC Spray,7,Yes,No,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7
Level 2 - Use of Force,Officer,2020UOF-0789,2020-183044,0:10:00,6/8/20,Monday,1100,Pine ST,Seattle,WA,98122,E2 | EDWARD | EAST,Demonstration,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Level 2 - Use of Force,Officer,2020UOF-0926,2020-183044,0:00:00,6/7/20,Sunday,1519,12th Ave,Seattle,WA,98122,E1 | EDWARD | EAST,Demonstration,Blue Nose Device,"12, 24",Yes,No,,Firearm – Pistol – Point,,No,Yes,,Verbal Commands,,No,Yes,,Canister - CS,,Yes,Yes,,Canister - CS,,Yes,Yes,,Canister - CS,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - OC,,Yes,Yes,,Balls - OC,,Yes,Yes,,,Yes,Initial,8,0,2,2,0,0,3,0,0,0,1,0,0,0,0,0,0,8
Level 2 - Use of Force,Officer,2020UOF-0772,2020-183044,23:50:00,6/7/20,Sunday,,1100 E Pine Street,Seattle,WA,98122,E1 | EDWARD | EAST,Demonstration,Balls - Blast,,Yes,Yes,,Canister - CS,,Yes,Yes,,Canister - CS,,Yes,Yes,,Balls - Blast,,No,Yes,,Balls - Blast,,No,Yes,,Balls - Blast,,No,Yes,,Canister - CS,,Yes,Yes,,Canister - CS,,Yes,Yes,,Canister - CS,,Yes,Yes,,,,,,,,Yes,Initial,9,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,9
Level 2 - Use of Force,Officer,2020UOF-0793,2020-183044,23:59:00,6/7/20,Sunday,,11 av / Pine St,Seattle,WA,,E1 | EDWARD | EAST,Demonstration,Balls - Blast,,No,Yes,,Balls - OC,,No,Yes,,Canister - CS,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - OC,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - OC,,Yes,Yes,,Canister - CS,,Yes,Yes,,Canister - CS,,Yes,Yes,,,,,,,,Yes,Initial,9,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,9
Level 2 - Use of Force,Officer,2020UOF-0773,2020-183044,0:01:00,6/8/20,Monday,1111,E Pine St,Seattle,WA,98122,E2 | EDWARD | EAST,Demonstration,Canister - CS,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,FN303,"22, 24, 23, 25",Yes,No,,FN303,"12, 12, 13",Yes,No,,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Canister - CS,,Yes,Yes,,Canister - CS,,Yes,Yes,,,Yes,Initial,10,0,5,0,0,0,3,0,0,2,0,0,0,0,0,0,0,10
Level 2 - Use of Force,Officer,2020UOF-0771,2020-183044,0:05:00,6/8/20,Monday,11 av,Pine st,Seattle,WA,,E2 | EDWARD | EAST,Demonstration,Balls - Blast,,Yes,Yes,,Balls - OC,,Yes,Yes,,Canister - CS,,Yes,Yes,,FN303,10,Yes,No,,Balls - Blast,,Yes,Yes,,Balls - OC,,Yes,Yes,,Balls - OC,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - OC,,Yes,Yes,,Balls - Blast,,Yes,Yes,,,Yes,Initial,10,0,4,4,0,0,1,0,0,1,0,0,0,0,0,0,0,10
Level 2 - Use of Force,Officer,2020UOF-0737,2020-183044,0:01:00,6/8/20,Monday,,1100 block of 12th ave E,seattle,WA,98122,E2 | EDWARD | EAST,Demonstration,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Blue Nose Device,12,Yes,No,,Blue Nose Device,11,Yes,No,,Blue Nose Device,22,Yes,No,,Blue Nose Device,24,Yes,No,,Canister - CS,,Yes,Yes,,Canister - CS,,Yes,Yes,,Canister - CS,,Yes,Yes,,Unimpaired,Yes,Initial,10,0,3,0,0,0,3,0,0,0,4,0,0,0,0,0,0,10
Level 2 - Use of Force,Officer,2020UOF-0977,2020-183044,2:30:00,6/8/20,Monday,1100,E Pine,Seattle,WA,98122,E1 | EDWARD | EAST,Demonstration,Chemical Agent – OC Spray,2,Yes,No,,Chemical Agent – OC Spray,2,Yes,No,,Chemical Agent – OC Spray,1,Yes,No,,Chemical Agent – OC Spray,1,Yes,No,,Chemical Agent – OC Spray,7,Yes,No,,Chemical Agent – OC Spray,3,Yes,No,,Chemical Agent – OC Spray,1,Yes,No,,Chemical Agent – OC Spray,7,Yes,No,,Chemical Agent – OC Spray,7,Yes,No,,Chemical Agent – OC Spray,7,Yes,No,,,Yes,Initial,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10
Level 1 - Use of Force,Officer,2020UOF-0779,2020-183426,0:10:00,6/8/20,Monday,1000,E Pine St,Seattle,WA,98122,E2 | EDWARD | EAST,Demonstration,Balls - Blast,26,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Completed,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Level 2 - Use of Force,Officer,2020UOF-0740,2020-183449,21:48:00,6/7/20,Sunday,1620,12 Av,Seattle,WA,98122,E2 | EDWARD | EAST,Demonstration,Verbal Commands,26,No,No,,Control Hold – Restraint,"6, 6",Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Level 2 - Use of Force,Officer,2020UOF-0888,2020-183540,23:00:00,6/7/20,Sunday,1300,E Pine st,Seattle,WA,,C1 | CHARLIE | EAST,Demonstration,Control Hold – Restraint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Level 2 - Use of Force,Officer,2020UOF-0867,2020-183540,11:57:00,6/8/20,Monday,,13 Ave E / E Pine St,Seattle,WA,,E2 | EDWARD | EAST,Demonstration,Verbal Commands,,No,Yes,,Control Hold – Restraint,"3, 14",Yes,No,,Handcuffing,"4, 6",Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Level 2 - Use of Force,Officer,2020UOF-0906,2020-183541,0:08:00,6/8/20,Monday,1100 Blk,E Pine ST,Seattle,WA,98122,E2 | EDWARD | EAST,Demonstration,Control Hold – Restraint,"6, 23, 25, 11, 13",Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Level 2 - Use of Force,Officer,2020UOF-1345,2020-183541,0:15:00,6/8/20,Monday,1100,E Pine St,Seattle,WA,98122,E2 | EDWARD | EAST,Demonstration,Chemical Agent – OC Spray,"8, 7, 8",Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Level 1 - Use of Force,Officer,2020UOF-0907,2020-183542,23:57:00,6/7/20,Sunday,13th AVE,E PINE ST,Seattle,WA,98122,,Demonstration,Control Hold – Restraint,"17, 6",Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Level 2 - Use of Force,Officer,2020UOF-0966,2020-183589,2:47:00,6/7/20,Sunday,1519,12 av,Seattle,WA,98122,E2 | EDWARD | EAST,Demonstration,Baton – Straight – Impact,7,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
